"filer_name","election_year","jurisdiction","office","position","party","contributions_amount","expenditures_amount","debts_amount","independent_expenditures_for_amount","independent_expenditures_against_amount","jurisdiction_type","candidacy_id","jurisdiction_code","declared","withdrew","discontinued"
"Jerry T Weider Jr","2019","CLALLAM CO","COUNTY CHARTER REVIEW COMMISSIONER","Charter Review Commissioner District 1, Position 2",,"0","0","0","0","0","Local","19072","3133","2019-05-17T00:00:00.000",,
"Jerry Weber","2023","TOWN OF COLTON","MAYOR",,,"0","0","0","0","0","Local","2079372","3174","2023-05-15T00:00:00.000",,
" Jerry W Goen","2015","NORTH WHIDBEY FIRE AND RESCUE","FIRE COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","6690","3427",,,
" Jerry W Goen","2009","NORTH WHIDBEY FIRE AND RESCUE","FIRE COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","15331","3427",,,
"Jerry W. Lopez","2021","LAKE CHELAN SD 129 *","SCHOOL DIRECTOR","3",,"0","0","0","0","0","Local","197413","3125","2021-05-18T00:00:00.000",,
"Jesalyn C. Cole","2021","PROSSER SD 116 *","SCHOOL DIRECTOR","3",,"0","0","0.0","0","0","Local","131906","3984","2021-05-17T00:00:00.000",,
"Jesalyn C. Cole (JESALYN COLE)","2017","PROSSER SD 116 *","SCHOOL DIRECTOR",,"NONE","0","0","0","0","0","Local","2929","3984",,,
"Jesica Stickles (JESICA STICKLES)","2017","CITY OF ARLINGTON","CITY COUNCIL MEMBER",,"NONE","0","0","0","0","0","Local","2088","3026",,,
"Jesica Stickles (JESICA STICKLES)","2013","CITY OF ARLINGTON","CITY COUNCIL MEMBER",,"NONE","0","0","0","0","0","Local","8881","3026",,,
"Jessa Lewis (JESSA LEWIS)","2018","LEG DISTRICT 06 - SENATE","STATE SENATOR",,"DEMOCRATIC","298397.46","298873.75","0.0","10144.52","33898.81","Legislative","59","4735",,,
"Jessamyn Fitzhugh","2023","TOWN OF CUSICK","CITY COUNCIL MEMBER","3",,"0","0","0","0","0","Local","2079319","3219","2023-05-19T00:00:00.000",,
"Jess Bowers","2023","CITY OF WINLOCK","CITY COUNCIL MEMBER","1",,"0","0","0","0","0","Local","2079294","4407","2023-05-18T00:00:00.000",,
"Jesse A Major","2022","CLALLAM CO","COUNTY DIR OF COMM DEV",,,"3126.59","7374.10","0.0","0","0","Local","567780","3133","2022-05-16T00:00:00.000",,
"Jesse Brunner","2023","ALMIRA SD 017-158 *","SCHOOL DIRECTOR","2",,"0","0","0","0","0","Local","2079024","3021","2023-05-18T00:00:00.000",,
"Jesse Camacho (Jesse A.B. Camacho)","2025","CITY OF AIRWAY HEIGHTS","CITY COUNCIL MEMBER","2",,"0.0","0.00","0.0","0","0","Local","3325873","3016","2025-05-05T00:00:00.000",,
"Jesse Charles","2021","PORT ANGELES SD 121","SCHOOL DIRECTOR","2",,"0","0","0","0","0","Local","333385","3917","2021-05-20T00:00:00.000",,
"Jesse Clawson","2023","CITY OF SUMAS","CITY COUNCIL MEMBER","5",,"0","0","0","0","0","Local","2079040","4204","2023-05-18T00:00:00.000",,
"Jesse Creydt","2023","BLAINE-BIRCH BAY PARK AND REC DIST 2","PARK & RECREATION COMMISSIONER","1",,"0","0","0","0","0","Local","691978","4920","2023-05-15T00:00:00.000",,
"Jesse Creydt","2021","BLAINE-BIRCH BAY PARK AND REC DIST 2","PARK & RECREATION COMMISSIONER","1",,"0","0","0","0","0","Local","94119","4920","2021-05-17T00:00:00.000",,
"Jesse Creydt","2015","BLAINE SD 503","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","6850","3067",,,
"Jesse Dean Shroyer","2025","CITY OF CLARKSTON","CITY COUNCIL MEMBER","7",,"0","0","0","0","0","Local","3331736","3163","2025-05-08T00:00:00.000",,
"Jesse DeGroff","2021","CITY OF WOODINVILLE","CITY COUNCIL MEMBER","5",,"0","0","0","0","0","Local","458349","4714","2021-05-21T00:00:00.000",,
"Jesse D. Lamp","2024","FERRY CO","COUNTY PROSECUTOR",,"REPUBLICAN","2752.17","2371.83","0.0","0","0","Local","3296577","3290","2024-05-08T00:00:00.000",,
"Jesse E Peck (Jesse Peck)","2023","EAST SPOKANE WATER DIST 1","WATER & SEWER COMMISSIONER","1",,"0","0","0","0","0","Local","886785","3251","2023-05-16T00:00:00.000",,
"Jesse E Peck (JESSE PECK)","2017","EAST SPOKANE WATER DIST 1","WATER & SEWER COMMISSIONER",,,"0","0","0","0","0","Local","21616","3251",,,
"Jesse E Peck (JESSE PECK)","2011","EAST SPOKANE WATER DIST 1","WATER & SEWER COMMISSIONER",,,"0","0","0","0","0","Local","21615","3251",,,
"Jesse G. Collins (Jesse G Collins)","2026","DOUGLAS CO DISTRICT COURT","DISTRICT COURT JUDGE",,,"0","0","0.0","0","0","Judicial","3391223","3237",,,
"Jesse Hegstrom Oakey (JESSE HEGSTROM OAKEY)","2018","LEG DISTRICT 13 - HOUSE","STATE REPRESENTATIVE","1","DEMOCRATIC","4396.69","3414.60","0.0","527.89","0","Legislative","104","4803",,,
"Jesse Howard","2025","MANSON PARK & RECREATION DIST","PARK & RECREATION COMMISSIONER","5",,"0","0","0","0","0","Local","3335712","3691","2025-05-09T00:00:00.000",,
"Jesse James","2021","CITY OF SEATTLE","CITY COUNCIL MEMBER","8",,"310.00","95.30","0.0","0","0","Local","248519","4048","2021-05-20T00:00:00.000",,
"Jesse James (Jesse A. James)","2025","CITY OF SEATTLE","CITY COUNCIL MEMBER","8",,"120.00","58.90","0.0","0","0","Local","3333025","4048","2025-05-09T00:00:00.000",,
"Jesse Jonathan Campos (Jesse Campos)","2019","PASCO SD 001","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","23268","3859","2019-05-17T00:00:00.000",,
"Jesse Knight","2025","CHELAN HOSP DIST 1","HOSPITAL COMMISSIONER","4",,"0","0","0","0","0","Local","3323603","3122","2025-05-05T00:00:00.000",,
"Jesse L Garrett","2025","CITY OF KETTLE FALLS","MAYOR",,,"0","0","0","0","0","Local","3323948","3461","2025-05-05T00:00:00.000",,
"Jesse L. Young","2025","PIERCE CO","COUNTY CHARTER REVIEW COMMISSIONER","Charter Review Commissioner District 7, Position 3",,"33752.29","32107.80","0.0","0","0","Local","3333932","3879","2025-05-09T00:00:00.000",,
"Jesse L. Young","2024","LEG DISTRICT 26 - HOUSE","STATE REPRESENTATIVE","1","REPUBLICAN","299793.43","298493.43","0.0","120228.49","644689.47","Legislative","3296684","4829","2024-05-06T00:00:00.000",,
"Jesse L. Young","2022","LEG DISTRICT 26 - SENATE","STATE SENATOR",,"REPUBLICAN","811883.02","811052.84","0.0","105436.44","1128227.28","Legislative","92987","4755","2022-05-16T00:00:00.000",,
"Jesse L. Young (JESSE YOUNG)","2020","LEG DISTRICT 26 - HOUSE","STATE REPRESENTATIVE","1","REPUBLICAN","235031.00","237862.26","0.0","5154.77","211103.34","Legislative","1180","4829",,,
"Jesse L. Young (JESSE YOUNG)","2018","LEG DISTRICT 26 - HOUSE","STATE REPRESENTATIVE","1","REPUBLICAN","190661.00","192709.96","0.0","3225.89","43183.91","Legislative","177","4829",,,
"Jesse L. Young (JESSE YOUNG)","2016","LEG DISTRICT 26 - HOUSE","STATE REPRESENTATIVE",,"REPUBLICAN","301431.39","296227.20","0.0","82469.69","185070.06","Legislative","4147","4829",,,
"Jesse L. Young (JESSE YOUNG)","2014","LEG DISTRICT 26 - HOUSE","STATE REPRESENTATIVE",,"REPUBLICAN","244648.39","238844.93","0.0","581.66","0","Legislative","7331","4829",,,
"Jesse Nicholas Young (Jesse N. Young)","2025","CITY OF BLACK DIAMOND","CITY COUNCIL MEMBER","5",,"579.00","301.00","0.0","0","0","Local","3325692","3064","2025-05-06T00:00:00.000",,
"Jesse Ogden","2025","MASON FIRE PROT DIST 13","FIRE COMMISSIONER","1",,"0","0","0","0","0","Local","3325983","3712","2025-05-06T00:00:00.000",,
"Jesse Rawley","2025","PENINSULA METRO PARK DIST","PARK & RECREATION COMMISSIONER","4",,"6300.00","6300.00","0.0","0","0","Local","3325859","5093","2025-05-05T00:00:00.000",,
"Jesse Ryan Corkern (Jesse Corkern)","2026","WHATCOM CO","COUNTY PROSECUTOR",,"DEMOCRATIC","57788.95","50402.24","12419.35","0","0","Local","3364817","4335","2026-05-04T00:00:00.000",,
"Jesse Salomon","2026","LEG DISTRICT 32 - SENATE","STATE SENATOR",,"DEMOCRATIC","125782.54","28133.45","0.0","0","0","Legislative","689032","4761","2026-05-05T00:00:00.000",,
"Jesse Salomon","2022","LEG DISTRICT 32 - SENATE","STATE SENATOR",,"DEMOCRATIC","186329.05","181312.06","0.00","160.36","0","Legislative","1059","4761","2022-05-16T00:00:00.000",,
"Jesse Salomon","2015","CITY OF SHORELINE","CITY COUNCIL MEMBER",,"NON PARTISAN","18636.46","18965.42","0.0","0","0","Local","6136","4892",,,
"Jesse Salomon","2011","CITY OF SHORELINE","CITY COUNCIL MEMBER",,"NON PARTISAN","34861.08","39561.08","0.0","0","0","Local","11559","4892",,,
"Jesse Salomon (JESSE SALOMON)","2018","LEG DISTRICT 32 - SENATE","STATE SENATOR",,"DEMOCRATIC","196041.64","178714.66","20000.00","78014.54","0","Legislative","212","4761",,,
"Jesse S James (Jesse James)","2020","CLARK CO","COUNTY COUNCIL MEMBER","3","DEMOCRATIC","27698.11","27698.11","0.0","0","0","Local","62557","3147",,,
"Jesse S James (Jesse James)","2020","CLARK CO","COUNTY CHARTER REVIEW COMMISSIONER","Charter Review Commissioner District 3, Position 3",,"0","0","0","601.94","0","Local","42219","3147",,,
"JESSE S SIMS (JESSE SIMS)","2016","MASON CO METROPOLITAN PARK DIST","PARK & RECREATION COMMISSIONER",,"NONE","0","0","0","0","0",,"4746","5212",,,
"Jesse Tam","2023","PORT OF SEATTLE","PORT COMMISSIONER","5",,"62362.67","65566.60","0.0","0","0","Local","689207","3961","2023-05-15T00:00:00.000",,
"Jesse Tam","2021","CITY OF NEWCASTLE","CITY COUNCIL MEMBER","7",,"0","0","0","0","0","Local","123124","4884","2021-05-17T00:00:00.000",,
"Jesse W. James","2021","SNOHOMISH FIRE PROT DIST 17","FIRE COMMISSIONER","2",,"0","0","0","0","0","Local","95655","4124","2021-05-17T00:00:00.000",,
"Jesse W. James","2015","SNOHOMISH FIRE PROT DIST 17","FIRE COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","6536","4124",,,
"Jesse W. Schenk","2019","CITY OF STANWOOD","CITY COUNCIL MEMBER",,,"0","0","0","0","0","Local","24013","4176","2019-05-17T00:00:00.000",,
"Jessica Adams","2025","VASHON SD 402","SCHOOL DIRECTOR","2",,"0","0","0","0","0","Local","3323219","4279","2025-05-05T00:00:00.000",,
"Jessica A Gossette","2019","QUILCENE SD 048","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","24856","3991",,,
"Jessica Anundson","2025","SPOKANE SD 081","SCHOOL DIRECTOR","4",,"12967.64","12891.27","0.0","703.93","0","Local","3335396","4169","2025-05-09T00:00:00.000",,
"Jessica Bachman","2025","CITY OF EDMONDS","CITY COUNCIL MEMBER","2",,"1000.00","1097.11","0.0","0","0","Local","3335621","3261","2025-05-09T00:00:00.000",,
"Jessica Barney","2025","LINCOLN PARK & REC DIST 2","PARK & RECREATION COMMISSIONER","2",,"0","0","0","0","0","Local","3326046","4626","2025-05-05T00:00:00.000",,
"Jessica Bennion","2023","CITY OF BONNEY LAKE","CITY COUNCIL MEMBER","5",,"0","0","0","0","0","Local","2020659","3069","2023-05-15T00:00:00.000",,
"Jessica Boots","2025","TOWN OF HAMILTON","CITY COUNCIL MEMBER","4",,"0","0","0","0","0","Local","3331899","3398","2025-05-08T00:00:00.000",,
"Jessica Bosse Wadsworth","2021","CITY OF BENTON CITY","CITY COUNCIL MEMBER","1",,"0","0","0.0","0","0","Local","93690","3049","2021-05-17T00:00:00.000",,
"Jessica (Davies) Watson","2025","ORONDO SD 013","SCHOOL DIRECTOR","2",,"0","0","0","0","0","Local","3335848","3832","2025-05-09T00:00:00.000",,
"Jessica Davis","2025","CHENEY SD 360 *","SCHOOL DIRECTOR","2",,"0","0","0","0","0","Local","3326131","3127","2025-05-06T00:00:00.000",,
"Jessica D. Bateman (BATEMAN JESSICA D)","2020","LEG DISTRICT 22 - HOUSE","STATE REPRESENTATIVE","2","DEMOCRATIC","98217.70","91588.70","0.0","405.60","0","Legislative","25799","4821",,,
"Jessica D. Bateman (Friends of Jessica Bateman)","2022","LEG DISTRICT 22 - HOUSE","STATE REPRESENTATIVE","2","DEMOCRATIC","94373.14","84713.53","0.00","25131.41","0","Legislative","93118","4821","2022-05-16T00:00:00.000",,
"Jessica D. Bateman (Jessica Bateman)","2028","LEG DISTRICT 22 - SENATE","STATE SENATOR",,,"13260.14","2049.16","0.0","0","0","Legislative","3321323","4751",,,
"Jessica D. Bateman (Jessica Bateman)","2024","LEG DISTRICT 22 - SENATE","STATE SENATOR",,"DEMOCRATIC","195743.69","165743.69","0.0","120.40","0","Legislative","3296605","4751","2024-05-06T00:00:00.000",,
"Jessica D. Bateman (Jessica Bateman)","2024","LEG DISTRICT 22 - HOUSE","STATE REPRESENTATIVE","2","DEMOCRATIC","11346.87","35709.89","0.0","0","0","Legislative","689033","4821",,,
"Jessica D. Bateman (JESSICA BATEMAN)","2019","CITY OF OLYMPIA","CITY COUNCIL MEMBER",,"DEMOCRATIC","25335.71","25330.72","0.0","590.51","0","Local","1395","3820","2019-05-13T00:00:00.000",,
"Jessica D. Bateman (JESSICA BATEMAN)","2015","CITY OF OLYMPIA","CITY COUNCIL MEMBER",,"NON PARTISAN","26778.06","26568.05","0.0","0","0","Local","5071","3820",,,
"Jessica Erin Aws","2019","OAK HARBOR SD NO 201","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","23591","3790","2019-05-15T00:00:00.000",,
"Jessica Erin Aws (Jessica Aws)","2023","OAK HARBOR SD NO 201","SCHOOL DIRECTOR","2",,"0","0","0","66.86","0","Local","1556797","3790","2023-05-19T00:00:00.000",,
"Jessica Forsythe","2026","LEG DISTRICT 48 - HOUSE","STATE REPRESENTATIVE","2","DEMOCRATIC","83545.94","10746.44","0.0","0","0","Legislative","3382154","4874","2026-05-04T00:00:00.000",,
"Jessica Forsythe","2023","CITY OF REDMOND","CITY COUNCIL MEMBER","3",,"6003.75","5525.89","0.0","345.18","0","Local","689254","4003","2023-05-15T00:00:00.000",,
"Jessica Forsythe","2019","CITY OF REDMOND","CITY COUNCIL MEMBER","3",,"13580.98","12612.35","0.0","54.52","0","Local","18505","4003","2019-05-20T00:00:00.000",,
"Jessica Garcia (Jessica García)","2025","WEST VALLEY SD 208","SCHOOL DIRECTOR","2",,"9125.60","7613.16","0.0","0","0","Local","3323551","4332","2025-05-05T00:00:00.000",,
"Jessica George","2025","OAKVILLE SD 400 *","SCHOOL DIRECTOR","1",,"0","0","0","0","0","Local","3322623","3794","2025-05-05T00:00:00.000",,
"Jessica George","2023","OAKVILLE SD 400 *","SCHOOL DIRECTOR","1",,"0","0","0","0","0","Local","2079187","3794","2023-05-18T00:00:00.000",,
"Jessica Giner","2025","RENTON MUNICIPAL COURT","MUNICIPAL COURT JUDGE","1",,"2000.04","2000.00","0.0","0","0","Judicial","3321028","5163","2025-05-05T00:00:00.000",,
"Jessica Giner","2021","RENTON MUNICIPAL COURT","MUNICIPAL COURT JUDGE","1",,"2235.63","3943.50","0.0","0","0","Judicial","93190","5163","2021-05-17T00:00:00.000",,
"Jessica Hallman","2023","CITY OF PORT ORCHARD","CITY COUNCIL MEMBER","5",,"0.0","0.00","0.0","0","0","Local","1625677","3976","2023-05-19T00:00:00.000",,
"Jessica Ivey","2025","CITY OF BURIEN","CITY COUNCIL MEMBER","1",,"19066.94","19568.75","0.00","3069.68","0","Local","3321512","4713","2025-05-06T00:00:00.000",,
"Jessica Jean Garcia (JESSICA GARCIA)","2016","LEG DISTRICT 29 - HOUSE","STATE REPRESENTATIVE",,"REPUBLICAN","8917.82","3654.34","0.0","0","0","Legislative","4323","4835",,,
"Jessica J Iliff (Jessica Iliff)","2023","NORTH BEACH SD 064","SCHOOL DIRECTOR","4",,"0","0","0","0","0","Local","1223536","3779","2023-05-18T00:00:00.000",,
"Jessica J Iliff (Jessica J Holt)","2019","NORTH BEACH SD 064","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","24421","3779","2019-05-13T00:00:00.000",,
"Jessica Johnston","2025","CITY OF TACOMA","CITY COUNCIL MEMBER","6",,"61834.92","60479.77","0.0","51347.07","0","Local","3322150","4217","2025-05-05T00:00:00.000",,
"Jessica J Samora","2019","MT VERNON SD 320","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","23502","3755","2019-05-15T00:00:00.000",,
"Jessica Jurasin","2023","ABERDEEN SD 005","SCHOOL DIRECTOR","3",,"0","0","0","0","0","Local","690064","3001","2023-05-15T00:00:00.000",,
"Jessica Jurasin","2019","ABERDEEN SD 005","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","24420","3001","2019-05-13T00:00:00.000",,
"Jessica Kendall","2025","CHELAN HOSP DIST 1","HOSPITAL COMMISSIONER","1",,"0.0","0.00","0.0","0","0","Local","3322497","3122","2025-05-05T00:00:00.000",,
"Jessica Kendall","2023","CHELAN HOSP DIST 1","HOSPITAL COMMISSIONER","1",,"0","0","0","0","0","Local","690175","3122","2023-05-15T00:00:00.000",,
"Jessica Koehler","2023","CITY OF SUMAS","CITY COUNCIL MEMBER","3",,"0","0","0","0","0","Local","2079039","4204","2023-05-16T00:00:00.000",,
"Jessica K. Parker (Jessica K Parker)","2025","CITY OF ALGONA","CITY COUNCIL MEMBER","2",,"0","0","0","0","0","Local","3328747","3019","2025-05-07T00:00:00.000",,
"Jessica L. Reddon (Jess Reddon)","2026","WAHKIAKUM CO","COUNTY CLERK",,"INDEPENDENT","0","0","0","0","0","Local","3392500","4286","2026-05-04T00:00:00.000",,
"Jessica L. Reddon (Jess Reddon)","2025","WAHKIAKUM CO","COUNTY CLERK",,"INDEPENDENT","0","0","0.0","0","0","Local","3325780","4286","2025-05-06T00:00:00.000",,
"JESSICA L ROSSMAN (Jessica L. Rossman)","2021","CITY OF MEDINA","CITY COUNCIL MEMBER","1",,"0","0","0","0","0","Local","110509","3726","2021-05-17T00:00:00.000",,
"JESSICA L ROSSMAN (Jessica Rossman)","2025","CITY OF MEDINA","CITY COUNCIL MEMBER","1",,"0","0","0","0","0","Local","3322567","3726","2025-05-05T00:00:00.000",,
"Jessica Marie Fernandez","2023","BEVERLY WATER DIST","WATER & SEWER COMMISSIONER","3",,"0","0","0","0","0","Local","2079316","3061","2023-05-17T00:00:00.000",,
"Jessica Mary Roberts (Jessica Roberts)","2019","CITY OF MEDICAL LAKE","CITY COUNCIL MEMBER",,,"0","0","0","0","0","Local","24486","3724","2019-05-13T00:00:00.000",,
"Jessica Menser","2025","TOWN OF RUSTON","CITY COUNCIL MEMBER","4",,"0","0","0.0","0","0","Local","3326055","4031","2025-05-05T00:00:00.000",,
"Jessica Merizan","2023","CITY OF CARNATION","CITY COUNCIL MEMBER","5",,"0","0","0","0","0","Local","2079230","3093","2023-05-18T00:00:00.000",,
"Jessica Orndorff","2025","KITTITAS HOSP DIST 1","HOSPITAL COMMISSIONER","1",,"0","0","0","0","0","Local","3328512","3571","2025-05-07T00:00:00.000",,"2025-05-30T00:00:00.000"
"Jessica P. Velo (Jessica Velo)","2025","SAN JUAN CO PUBLIC HOSP DIST 2","HOSPITAL COMMISSIONER","1",,"0","0","0","0","0","Local","3325928","5215","2025-05-06T00:00:00.000",,
"Jessica Quinn","2023","CITY OF RITZVILLE","CITY COUNCIL MEMBER","1",,"0.0","108.37","0.0","0","0","Local","1973908","4014","2023-05-15T00:00:00.000",,
"Jessica Reeves-Rush","2023","TENINO SD 402","SCHOOL DIRECTOR","4",,"0","0","0","0","0","Local","1221756","4224","2023-05-17T00:00:00.000",,
"Jessica Rienstra","2025","WHATCOM CO","COUNTY COUNCIL MEMBER","3",,"63173.28","63173.28","0.0","824.93","0","Local","3322185","4335","2025-05-05T00:00:00.000",,
"Jessica Rienstra","2024","WHATCOM CO","COUNTY CHARTER REVIEW COMMISSIONER",,,"0","0","0.0","65.18","0","Local","3310082","4335","2024-05-07T00:00:00.000",,
"Jessica Smith","2025","LYLE SD 406","SCHOOL DIRECTOR","2",,"0","0","0","0","0","Local","3335717","3680","2025-05-09T00:00:00.000",,
"Jessica Smith","2023","PALOUSE SD 301","SCHOOL DIRECTOR","1",,"0","0","0","0","0","Local","2078546","3857","2023-05-15T00:00:00.000",,
"Jessica Smith","2019","DAVENPORT SD 207","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","19014","3225","2019-05-14T00:00:00.000",,
"Jessica Smith (JESSICA SMITH)","2021","CITY OF DAVENPORT","CITY COUNCIL MEMBER","4",,"0","0","0","0","0","Local","355656","3224","2021-05-20T00:00:00.000",,
"Jessica Stickley","2026","LEWIS CO","COUNTY CORONER",,"INDEPENDENT","5386.52","2829.45","0.0","0","0","Local","3394428","3626","2026-05-07T00:00:00.000",,
"Jessica Thompson","2023","OAK HARBOR SD NO 201","SCHOOL DIRECTOR","4",,"0","0","0","0","0","Local","1557184","3790","2023-05-19T00:00:00.000",,
"Jessica Thompson","2021","OAK HARBOR SD NO 201","SCHOOL DIRECTOR","4",,"0","0","0","0","0","Local","123093","3790","2021-05-17T00:00:00.000",,
"Jessica Tourtellotte-Palumbo (Jess Tourtellotte-Palumbo)","2023","OLYMPIA SD 111","SCHOOL DIRECTOR","2",,"6468.53","4652.01","0.0","66.86","0","Local","1282282","3821","2023-05-17T00:00:00.000",,
"Jessica T. Reeves (JESSICA  REEVES)","2016","FERRY/PEND OREILLE/STEVENS CO SUPERIOR COURT *","SUPERIOR COURT JUDGE",,"NON PARTISAN","21921.79","21921.79","0.0","0","0","Judicial","4570","3293",,,
"Jessica T. Reeves (Jessica Taylor Reeves)","2024","FERRY/PEND OREILLE/STEVENS CO SUPERIOR COURT *","SUPERIOR COURT JUDGE","2",,"0","0","0","0","0","Judicial","3296651","3293","2024-05-06T00:00:00.000",,
"Jessica T. Reeves (Jessica Taylor Reeves)","2020","FERRY/PEND OREILLE/STEVENS CO SUPERIOR COURT *","SUPERIOR COURT JUDGE","2",,"0","0","0","0","0","Judicial","25696","3293",,,
"Jessica Wadhams","2022","LEG DISTRICT 39 - HOUSE","STATE REPRESENTATIVE","2","DEMOCRATIC","29423.17","24855.78","0.0","212.15","0","Legislative","567601","4856","2022-05-16T00:00:00.000",,
"Jessica Wadhams","2021","CITY OF LAKE STEVENS","CITY COUNCIL MEMBER","6",,"12945.92","9126.16","0.0","52.72","0","Local","92978","3613","2021-05-18T00:00:00.000",,
"Jessica Wilson","2025","PALISADES SD 102","SCHOOL DIRECTOR","1",,"0","0","0","0","0","Local","3326048","3855","2025-05-06T00:00:00.000",,
"Jessica Yaeger","2023","CITY OF SPOKANE VALLEY","CITY COUNCIL MEMBER","2",,"32114.53","32122.53","0.0","694.37","0","Local","689250","5076","2023-05-15T00:00:00.000",,
"Jessica Zimmerman","2025","TROUT LK SD 400","SCHOOL DIRECTOR","2",,"0","0","0","0","0","Local","3386540","4263","2025-10-27T00:00:00.000",,
"Jessie Gamble","2025","TOWN OF CARBONADO","CITY COUNCIL MEMBER","2",,"0","0","0","0","0","Local","3335931","3091","2025-05-09T00:00:00.000",,
"Jessie Honcoop","2023","GARFIELD PARK & REC DIST 2","PARK & RECREATION COMMISSIONER","4",,"0","0","0","0","0","Local","2079442","4393","2023-05-15T00:00:00.000",,
"Jessie L. Deardorff","2019","FERNDALE SD 502","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","24390","3289","2019-05-16T00:00:00.000",,
"Jessie L. Ramsey (Jessie Ramsey)","2023","CITY OF KENT","CITY COUNCIL MEMBER","1",,"0","0","0.0","0","0","Local","845178","3459","2023-05-16T00:00:00.000",,
"Jessie L. Ramsey (Jessie Ramsey)","2022","LEG DISTRICT 47 - HOUSE","STATE REPRESENTATIVE","1","REPUBLICAN","765.00","570.11","0.0","0","0","Legislative","567595","4872","2022-05-16T00:00:00.000",,
"Jessie Mattingly","2023","CONCRETE SD 011 *","SCHOOL DIRECTOR","1",,"0","0","0","0","0","Local","858177","3189","2023-05-16T00:00:00.000",,
"Jessie Rude","2021","WEST SOUND UTILITY DIST 1","WATER & SEWER COMMISSIONER",,,"0","0","0","0","0","Local","123139","5128","2021-05-17T00:00:00.000",,
"Jessie S Carver (Jessie Carver)","2025","CITY OF CHEHALIS","CITY COUNCIL MEMBER","City Council Member At-Large Position 3",,"0","0","0","0","0","Local","3331904","3108","2025-05-08T00:00:00.000",,
"Jessie W Simmons","2021","PORT OF OLYMPIA","PORT COMMISSIONER","2",,"34498.38","33234.62","0.0","28584.58","0","Local","93428","3951","2021-05-17T00:00:00.000",,
"Jessi Hall","2025","STEPTOE SD 304","SCHOOL DIRECTOR","4",,"0","0","0","0","0","Local","3326010","4185","2025-05-06T00:00:00.000",,
"Jessi Murray","2020","LEG DISTRICT 43 - HOUSE","STATE REPRESENTATIVE","2","DEMOCRATIC","71626.14","72164.15","0.0","0","0","Legislative","25778","4864",,,
"Jess Kayser","2023","CENTERVILLE SD 215","SCHOOL DIRECTOR","2",,"0","0","0","0","0","Local","2079019","3102","2023-05-17T00:00:00.000",,
"Jess Mahan","2020","CLARK CO","COUNTY CHARTER REVIEW COMMISSIONER","Charter Review Commissioner District 3, Position 1",,"0","0","0","0","0","Local","48932","3147",,,
"Jessmaya Morales (Maya Morales)","2025","WHATCOM CO","COUNTY COUNCIL MEMBER","2",,"26475.48","24712.17","0.0","824.93","0","Local","3321045","4335","2025-05-09T00:00:00.000",,
"Jessmaya Morales (Maya Morales)","2024","WHATCOM CO","COUNTY CHARTER REVIEW COMMISSIONER","Charter Review Commissioner District 2",,"3444.23","2080.33","0.0","65.18","0","Local","3309980","4335","2024-05-07T00:00:00.000",,
"Jessmaya Morales (Maya Morales)","2023","CITY OF BELLINGHAM","CITY COUNCIL MEMBER","7",,"12715.73","12013.06","0.0","268.20","0","Local","1312289","3046","2023-05-19T00:00:00.000",,
"Jessyn Farrell","2016","LEG DISTRICT 46 - HOUSE","STATE REPRESENTATIVE",,"DEMOCRATIC","75681.23","72012.51","130.00","899.41","0","Legislative","4965","4870",,,
"Jessyn Farrell","2014","LEG DISTRICT 46 - HOUSE","STATE REPRESENTATIVE",,"DEMOCRATIC","71857.77","65235.19","0.0","0","0","Legislative","8067","4870",,,
"Jessyn Farrell","2012","LEG DISTRICT 46 - HOUSE","STATE REPRESENTATIVE",,"DEMOCRATIC","107342.02","105840.79","0.0","6700.50","0","Legislative","10948","4870",,,
"Jessyn Farrell (FARRELL JESSYN S)","2021","CITY OF SEATTLE","MAYOR",,,"460081.26","460081.26","0.0","102802.29","0","Local","93392","4048","2021-05-17T00:00:00.000",,
"Jessyn Farrell (JESSYN FARRELL)","2018","LEG DISTRICT 46 - HOUSE","STATE REPRESENTATIVE",,"DEMOCRATIC","153.40","11945.93","0.0","0","0","Legislative","1971","4870",,,
"Jessyn Farrell (JESSYN FARRELL)","2017","CITY OF SEATTLE","MAYOR",,"NON PARTISAN","131152.27","136662.43","0.0","0","0","Local","3541","4048",,,
"Jesus Carlos (Jesus ""Jesse"" Carlos)","2025","CITY OF TACOMA","MAYOR",,,"7815.46","6905.76","0.0","0","0","Local","3322183","4217","2025-05-05T00:00:00.000",,
"Jesus Martinez","2023","CITY OF WARDEN","CITY COUNCIL MEMBER","5",,"0","0","0","0","0","Local","2079209","4317","2023-05-19T00:00:00.000",,
